	Symbol	Alias	Name	RNA_seq
1800.1	DPEP1	['MBD1', 'MDP', 'RDP']	dipeptidase 1	0
2762.1	GMDS	['GMD', 'SDR3E1']	GDP-mannose 4,6-dehydratase	15.6666666666667
2643.1	GCH1	['DYT14', 'DYT5', 'DYT5a', 'GCH', 'GTP-CH-1', 'GTPCH1', 'HPABH4B']	GTP cyclohydrolase 1	6
771.2	CA12	['CA-XII', 'CAXII', 'HsT18816', 'T18816']	carbonic anhydrase 12	120.666666666667
766.2	CA7	['CA-VII', 'CAVII']	carbonic anhydrase 7	0.666666666666667
761.1	CA3	['CAIII', 'Car3']	carbonic anhydrase 3	1.66666666666667
362.1	AQP5	['AQP-5', 'PPKB']	aquaporin 5	0
359.1	AQP2	['AQP-CD', 'WCH-CD']	aquaporin 2	0
358.1	AQP1	['AQP-CHIP', 'CHIP28', 'CO']	aquaporin 1 (Colton blood group)	28
4284.1	MIP	['AQP0', 'CTRCT15', 'LIM1', 'MIP26', 'MP26']	major intrinsic protein of lens fiber	0.333333333333333
361.1	AQP4	['MIWC', 'WCH4']	aquaporin 4	0.333333333333333
3145.1	HMBS	['PBG-D', 'PBGD', 'PORC', 'UPS']	hydroxymethylbilane synthase	21
586.1	BCAT1	['BCATC', 'BCT1', 'ECA39', 'MECA39', 'PNAS121', 'PP18']	branched chain amino acid transaminase 1	719
3614.2	IMPDH1	['IMPD', 'IMPD1', 'IMPDH-I', 'LCA11', 'RP10', 'sWSS2608']	inosine monophosphate dehydrogenase 1	41.6666666666667
3615.1	IMPDH2	['IMPD2', 'IMPDH-II']	inosine monophosphate dehydrogenase 2	262.333333333333
3614.1	IMPDH1	['IMPD', 'IMPD1', 'IMPDH-I', 'LCA11', 'RP10', 'sWSS2608']	inosine monophosphate dehydrogenase 1	41.6666666666667
682.1	BSG	['5F7', 'CD147', 'EMMPRIN', 'EMPRIN', 'OK', 'SLC7A11', 'TCSF']	basigin (Ok blood group)	382.333333333333
29925.2	GMPPB	['LGMDR19', 'MDDGA14', 'MDDGB14', 'MDDGC14']	GDP-mannose pyrophosphorylase B	41
29926.2	GMPPA	AAMR	GDP-mannose pyrophosphorylase A	44.3333333333333
4351.1	MPI	['CDG1B', 'PMI', 'PMI1']	mannose phosphate isomerase	44
100287639.1	MTHFD2P1		methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 1	11.6666666666667
441024.1	MTHFD2L		methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like	47.3333333333333
65220.1	NADK	dJ283E3.1	NAD kinase	46.3333333333333
6553.1	SLC9A5	NHE5	solute carrier family 9 member A5	17.6666666666667
389015.1	SLC9A4	NHE4	solute carrier family 9 member A4	3
2821.1	GPI	['AMF', 'GNPI', 'NLK', 'PGI', 'PHI', 'SA-36', 'SA36']	glucose-6-phosphate isomerase	317.666666666667
5232.1	PGK 2	['HEL-S-272', 'PGKB', 'PGKPS', 'dJ417L20.2']	phosphoglycerate kinase 2	0.666666666666667
375056.1	MIA3	['ARNT', 'D320', 'TANGO', 'TANGO1', 'UNQ6077']	MIA SH3 domain ER export factor 3	119
5230.1	PGK 1	['HEL-S-68p', 'MIG10', 'PGKA']	phosphoglycerate kinase 1	493.333333333333
5236.1	PGM1	['CDG1T', 'GSD14']	phosphoglucomutase 1	65
55276.1	PGM2	MSTP006	phosphoglucomutase 2	67.3333333333333
5373.1	PMM2	['CDG1', 'CDG1a', 'CDGS', 'PMI', 'PMI1', 'PMM 2']	phosphomannomutase 2	61
5372.1	PMM1	['PMM 1', 'PMMH-22', 'Sec53']	phosphomannomutase 1	20.6666666666667
53354.2	PANK1	PANK	pantothenate kinase 1	18
80025.2	PANK2	['C20orf48', 'HARP', 'HSS', 'NBIA1', 'PKAN']	pantothenate kinase 2	60.3333333333333
80025.3	PANK2	['C20orf48', 'HARP', 'HSS', 'NBIA1', 'PKAN']	pantothenate kinase 2	60.3333333333333
80025.4	PANK2	['C20orf48', 'HARP', 'HSS', 'NBIA1', 'PKAN']	pantothenate kinase 2	60.3333333333333
53354.3	PANK1	PANK	pantothenate kinase 1	18
210.2	ALAD	['ALADH', 'PBGS']	aminolevulinate dehydratase	36.6666666666667
210.1	ALAD	['ALADH', 'PBGS']	aminolevulinate dehydratase	36.6666666666667
60490.1	PPCDC	['MDS018', 'PPC-DC', 'coaC']	phosphopantothenoylcysteine decarboxylase	22.6666666666667
79717.1	PPCS	CMD2C	phosphopantothenoylcysteine synthetase	56.6666666666667
58510.1	PRODH2	['HSPOX1', 'HYPDH']	proline dehydrogenase 2	0
153201.1	SLC36A2	['PAT2', 'TRAMD1']	solute carrier family 36 member 2	0
5634.1	PRPS2	PRSII	phosphoribosyl pyrophosphate synthetase 2	96.6666666666667
221823.1	PRPS1L1	['PRPS1', 'PRPS3', 'PRPSL', 'PRS-III']	phosphoribosyl pyrophosphate synthetase 1 like 1	0.666666666666667
5631.1	PRPS1	['ARTS', 'CMTX5', 'DFN2', 'DFNX1', 'PPRibP', 'PRS-I', 'PRSI']	phosphoribosyl pyrophosphate synthetase 1	45.3333333333333
221823.2	PRPS1L1	['PRPS1', 'PRPS3', 'PRPSL', 'PRS-III']	phosphoribosyl pyrophosphate synthetase 1 like 1	0.666666666666667
29968.2	PSAT1	['EPIP', 'NLS2', 'PSA', 'PSAT', 'PSATD']	phosphoserine aminotransferase 1	125.333333333333
29968.1	PSAT1	['EPIP', 'NLS2', 'PSA', 'PSAT', 'PSATD']	phosphoserine aminotransferase 1	125.333333333333
5723.1	PSPH	['PSP', 'PSPHD']	phosphoserine phosphatase	62.6666666666667
8781.1	PSPHP1	['CO9', 'PSPHL']	phosphoserine phosphatase pseudogene 1	0.666666666666667
55312.1	RFK	RIFK	riboflavin kinase	87.3333333333333
6888.1	TALDO1	['TAL', 'TAL-H', 'TALDOR', 'TALH']	transaldolase 1	67
79896.1	THNSL1	TSH1	threonine synthase like 1	23.3333333333333
8277.1	TKTL1	['TKR', 'TKT2']	transketolase like 1	0
7086.1	TKT	['HEL-S-48', 'HEL107', 'SDDHD', 'TK', 'TKT1']	transketolase	300
84076.1	TKTL2		transketolase like 2	0
27010.1	TPK1	['HTPK1', 'PP20', 'THMD5']	thiamin pyrophosphokinase 1	5.66666666666667
7167.1	TPI1	['HEL-S-49', 'TIM', 'TPI', 'TPID']	triosephosphate isomerase 1	983.666666666667
286016.1	TPI1P2		triosephosphate isomerase 1 pseudogene 2	5.66666666666667
2582.2	GALE	SDR1E1	UDP-galactose-4-epimerase	50.3333333333333
2582.1	GALE	SDR1E1	UDP-galactose-4-epimerase	50.3333333333333
91373.1	UAP1L1		UDP-N-acetylglucosamine pyrophosphorylase 1 like 1	42
6675.1	UAP1	['AGX', 'AGX1', 'AGX2', 'SPAG2']	UDP-N-acetylglucosamine pyrophosphorylase 1	106
7390.1	UROS	UROIIIS	uroporphyrinogen III synthase	40.3333333333333
8170.1	SLC14A2	['HUT2', 'UT-A2', 'UT2', 'UTA', 'UTR', 'hUT-A6']	solute carrier family 14 member 2	0.333333333333333
6563.1	SLC14A1	['HUT11', 'HsT1341', 'JK', 'Jk(b)', 'RACH1', 'RACH2', 'UT-B1', 'UT1', 'UTE']	solute carrier family 14 member 1 (Kidd blood group)	3.66666666666667
374569.1	ASPG	['C14orf76', 'GPA/WT', 'LYSOLP']	asparaginase	0.666666666666667
100507855.1				4655
31.4	ACACA	['ACAC', 'ACACAD', 'ACC', 'ACC1', 'ACCA']	acetyl-CoA carboxylase alpha	352.666666666667
31.2	ACACA	['ACAC', 'ACACAD', 'ACC', 'ACC1', 'ACCA']	acetyl-CoA carboxylase alpha	352.666666666667
31.3	ACACA	['ACAC', 'ACACAD', 'ACC', 'ACC1', 'ACCA']	acetyl-CoA carboxylase alpha	352.666666666667
31.5	ACACA	['ACAC', 'ACACAD', 'ACC', 'ACC1', 'ACCA']	acetyl-CoA carboxylase alpha	352.666666666667
31.1	ACACA	['ACAC', 'ACACAD', 'ACC', 'ACC1', 'ACCA']	acetyl-CoA carboxylase alpha	352.666666666667
93034.2	NT5C1B	['AIRP', 'CN-IB', 'CN1B']	5'-nucleotidase, cytosolic IB	0.333333333333333
55191.1	NADSYN1	VCRL3	NAD synthetase 1	78
132.2	ADK	AK	adenosine kinase	80.6666666666667
132.1	ADK	AK	adenosine kinase	80.6666666666667
97.1	ACYP1	ACYPE	acylphosphatase 1	19.6666666666667
98.1	ACYP2	['ACYM', 'ACYP']	acylphosphatase 2	7.33333333333333
112611.1	RWDD2A	['RWDD2', 'dJ747H23.2']	RWD domain containing 2A	10.3333333333333
97.2	ACYP1	ACYPE	acylphosphatase 1	19.6666666666667
51005.1	AMDHD2	CGI-14	amidohydrolase domain containing 2	14.6666666666667
471.1	ATIC	['AICAR', 'AICARFT', 'HEL-S-70p', 'IMPCHASE', 'PURH']	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	182.666666666667
435.1	ASL	ASAL	argininosuccinate lyase	12.6666666666667
171425.1	CLYBL	CLB	citramalyl-CoA lyase	3.33333333333333
171425.2	CLYBL	CLB	citramalyl-CoA lyase	3.33333333333333
132789.1	GNPDA2	['GNP2', 'SB52']	glucosamine-6-phosphate deaminase 2	81
10007.1	GNPDA1	['GNP1', 'GNPDA', 'GNPI', 'GPI', 'HLN']	glucosamine-6-phosphate deaminase 1	99
2584.1	GALK1	['GALK', 'GK1', 'HEL-S-19']	galactokinase 1	26
2585.2	GALK2	GK2	galactokinase 2	19.6666666666667
2585.1	GALK2	GK2	galactokinase 2	19.6666666666667
2592.1	GALT		galactose-1-phosphate uridylyltransferase	10.6666666666667
2592.3	GALT		galactose-1-phosphate uridylyltransferase	10.6666666666667
2592.2	GALT		galactose-1-phosphate uridylyltransferase	10.6666666666667
5471.1	PPAT	['ATASE', 'GPAT', 'PRAT']	phosphoribosyl pyrophosphate amidotransferase	109.333333333333
84264.1	HAGHL		hydroxyacylglutathione hydrolase like	16.6666666666667
84264.2	HAGHL		hydroxyacylglutathione hydrolase like	16.6666666666667
3034.1	HAL	['HIS', 'HSTD']	histidine ammonia-lyase	0.666666666666667
144193.1	AMDHD1	HMFT1272	amidohydrolase domain containing 1	1.66666666666667
2739.1	GLO1	['GLOD1', 'GLYI', 'HEL-S-74']	glyoxalase I	256.333333333333
8776.1	MTMR1		myotubularin related protein 1	51.3333333333333
3613.1	IMPA2		inositol monophosphatase 2	21.3333333333333
3612.1	IMPA1	['IMP', 'IMPA', 'MRT59']	inositol monophosphatase 1	71
2978.1	GUCA1A	['C6orf131', 'COD3', 'CORD14', 'GCAP', 'GCAP1', 'GUCA', 'GUCA1']	guanylate cyclase activator 1A	0
4953.1	ODC1	ODC	ornithine decarboxylase 1	477
5214.1	PFKP	['ATP-PFK', 'PFK-C', 'PFK-P', 'PFKF']	phosphofructokinase, platelet	76
5213.1	PFKM	['ATP-PFK', 'GSD7', 'PFK-1', 'PFK-A', 'PFK1', 'PFKA', 'PFKX', 'PPP1R122']	phosphofructokinase, muscle	94
5211.2	PFKL	['ATP-PFK', 'PFK-B', 'PFK-L']	phosphofructokinase, liver type	117
6569.1	SLC34A1	['FRTS2', 'HCINF2', 'NAPI-3', 'NPHLOP1', 'NPT2', 'NPTIIa', 'SLC11', 'SLC17A2']	solute carrier family 34 member 1	0
10568.1	SLC34A2	['NAPI-3B', 'NAPI-IIb', 'NPTIIb', 'PULAM']	solute carrier family 34 member 2	0
10246.1	SLC17A2	NPT3	solute carrier family 17 member 2	0
10050.1	SLC17A4	KAIA2138	solute carrier family 17 member 4	0
10786.1	SLC17A3	['GOUT4', 'NPT4', 'UAQTL4']	solute carrier family 17 member 3	0
5198.1	PFAS	['FGAMS', 'FGAR-AT', 'FGARAT', 'GATD8', 'PURL']	phosphoribosylformylglycinamidine synthase	108.333333333333
5315.3	PKM	['CTHBP', 'HEL-S-30', 'OIP3', 'PK3', 'PKM2', 'TCB', 'THBP1', 'p58']	pyruvate kinase M1/2	4127.66666666667
5313.2	PKLR	['PK1', 'PKL', 'PKRL', 'RPK']	pyruvate kinase L/R	0
5315.2	PKM	['CTHBP', 'HEL-S-30', 'OIP3', 'PK3', 'PKM2', 'TCB', 'THBP1', 'p58']	pyruvate kinase M1/2	4127.66666666667
113675.1	SDSL	['SDH 2', 'SDS-RS1', 'TDH', 'cSDH']	serine dehydratase like	13
7298.1	TYMS	['HST422', 'TMS', 'TS']	thymidylate synthetase	127.333333333333
131669.1	UROC1	['HMFN0320', 'UROCD']	urocanate hydratase 1	0
5973.1	RENBP	['RBP', 'RNBP']	renin binding protein	1
1635.1	DCTD		dCMP deaminase	69
286297.1	LOC286297		methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene	4655
10560.1	SLC19A2	['TC1', 'THMD1', 'THT1', 'THTR1', 'TRMA']	solute carrier family 19 member 2	32
191.1	AHCY	['SAHH', 'adoHcyase']	adenosylhomocysteinase	332.666666666667
10768.1	AHCYL1	['DCAL', 'IRBIT', 'PPP1R78', 'PRO0233', 'XPVKONA']	adenosylhomocysteinase like 1	373.333333333333
10768.2	AHCYL1	['DCAL', 'IRBIT', 'PPP1R78', 'PRO0233', 'XPVKONA']	adenosylhomocysteinase like 1	373.333333333333
25874.1	MPC2	['BRP44', 'SLC54A2']	mitochondrial pyruvate carrier 2	24
51660.1	MPC1	['BRP44L', 'CGI-129', 'MPYCD', 'SLC54A1']	mitochondrial pyruvate carrier 1	18.3333333333333
5205.1	ATP8B1	['ATPIC', 'BRIC', 'FIC1', 'ICP1', 'PFIC', 'PFIC1']	ATPase phospholipid transporting 8B1	41.3333333333333
57198.1	ATP8B2	ATPID	ATPase phospholipid transporting 8B2	128.666666666667
286410.1	ATP11C	['ATPIG', 'ATPIQ', 'HACXL']	ATPase phospholipid transporting 11C	59
23250.1	ATP11A	['ATPIH', 'ATPIS']	ATPase phospholipid transporting 11A	303.666666666667
5243.1	ABCB1	['ABC20', 'CD243', 'CLCS', 'GP170', 'MDR1', 'P-GP', 'PGY1']	ATP binding cassette subfamily B member 1	9.66666666666667
55856.1	ACOT13	['HT012', 'PNAS-27', 'THEM2']	acyl-CoA thioesterase 13	18.3333333333333
7350.1	UCP1	['SLC25A7', 'UCP']	uncoupling protein 1	0.333333333333333
26027.1	ACOT11	['BFIT', 'STARD14', 'THEA', 'THEM1']	acyl-CoA thioesterase 11	7
10058.1	ABCB6	['ABC', 'LAN', 'MTABC3', 'PRP', 'umat']	ATP binding cassette subfamily B member 6 (Langereis blood group)	1.66666666666667
51458.1	RHCG	['C15orf6', 'PDRC2', 'RHGK', 'SLC42A3']	Rh family C glycoprotein	0
948.1	CD36	['BDPLT10', 'CHDS7', 'FAT', 'GP3B', 'GP4', 'GPIV', 'PASIV', 'SCARB3']	CD36 molecule	1
10928.1	RALBP1	['RIP1', 'RLIP1', 'RLIP76']	ralA binding protein 1	229.666666666667
1728.1	NQO1	['DHQU', 'DIA4', 'DTD', 'NMOR1', 'NMORI', 'QR1']	NAD(P)H quinone dehydrogenase 1	146.666666666667
2946.1	GSTM2	['GST4', 'GSTM', 'GSTM2-2', 'GTHMUS']	glutathione S-transferase mu 2	5.66666666666667
55331.1	ACER3	['APHC', 'PHCA', 'PLDECO']	alkaline ceramidase 3	65.3333333333333
125981.1	ACER1	['ALKCDase1', 'ASAH3']	alkaline ceramidase 1	0
340485.1	ACER2	['ALKCDase2', 'ASAH3L']	alkaline ceramidase 2	10
2760.1	GM2A	['GM2-AP', 'SAP-3']	GM2 ganglioside activator	124.333333333333
5660.1	PSAP	['GLBA', 'SAP1', 'SAP2']	prosaposin	818
57704.1	GBA2	['AD035', 'NLGase', 'SPG46']	glucosylceramidase beta 2	102
4759.1	NEU2	SIAL2	neuraminidase 2	0
10825.1	NEU3	SIAL3	neuraminidase 3	107.666666666667
7903.1	ST8SIA4	['PST', 'PST1', 'SIAT8D', 'ST8SIA-IV']	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	0
9388.1	LIPG	['EDL', 'EL', 'PRO719']	lipase G, endothelial type	0
8513.1	LIPF	['GL', 'HGL', 'HLAL']	lipase F, gastric type	0
3991.1	LIPE	['AOMS4', 'FPLD6', 'HSL', 'LHS']	lipase E, hormone sensitive type	17.6666666666667
747.1	DAGLA	['C11orf11', 'DAGL(ALPHA)', 'DAGLALPHA', 'NSDDR']	diacylglycerol lipase alpha	56
5408.1	PNLIPRP2	PLRP2	pancreatic lipase related protein 2 (gene/pseudogene)	0.333333333333333
5406.1	PNLIP	['PL', 'PNLIPD', 'PTL']	pancreatic lipase	0
13.1	AADAC	['CES5A1', 'DAC']	arylacetamide deacetylase	0.333333333333333
119548.1	PNLIPRP3		pancreatic lipase related protein 3	0
221955.1	DAGLB	['DAGLBETA', 'KCCR13L']	diacylglycerol lipase beta	170.666666666667
5407.1	PNLIPRP1	PLRP1	pancreatic lipase related protein 1	0
57104.1	PNPLA2	['1110001C14Rik', 'ATGL', 'FP17548', 'PEDF-R', 'TTS-2.2', 'TTS2', 'iPLA2zeta']	patatin like phospholipase domain containing 2	34.6666666666667
2171.1	FABP5	['E-FABP', 'EFABP', 'KFABP', 'PA-FABP', 'PAFABP']	fatty acid binding protein 5	73.6666666666667
2167.1	FABP4	['A-FABP', 'AFABP', 'ALBP', 'HEL-S-104', 'aP2']	fatty acid binding protein 4	0
2170.1	FABP3	['FABP11', 'H-FABP', 'M-FABP', 'MDGI', 'O-FABP']	fatty acid binding protein 3	5
2173.1	FABP7	['B-FABP', 'BLBP', 'FABPB', 'MRG']	fatty acid binding protein 7	0
2172.1	FABP6	['I-15P', 'I-BABP', 'I-BALB', 'I-BAP', 'ILBP', 'ILBP3', 'ILLBP']	fatty acid binding protein 6	0.333333333333333
646480.1	FABP9	['PERF', 'PERF15', 'T-FABP', 'TLBP']	fatty acid binding protein 9	0
646486.1	FABP12		fatty acid binding protein 12	0
2169.1	FABP2	['FABPI', 'I-FABP']	fatty acid binding protein 2	0
348158.1	ACSM2B	['ACSM2', 'HXMA', 'HYST1046']	acyl-CoA synthetase medium chain family member 2B	0
6296.1	ACSM3	['SA', 'SAH']	acyl-CoA synthetase medium chain family member 3	2.66666666666667
341392.1	ACSM4		acyl-CoA synthetase medium chain family member 4	1.33333333333333
123876.1	ACSM2A	['A-923A4.1', 'ACSM2']	acyl-CoA synthetase medium chain family member 2A	0
54988.1	ACSM5		acyl-CoA synthetase medium chain family member 5	0
344967.1	LOC344967		acyl-CoA thioesterase 7 pseudogene	4655
154141.1	MBOAT1	['LPEAT1', 'LPLAT', 'LPLAT 1', 'LPSAT', 'OACT1', 'dJ434O11.1']	membrane bound O-acyltransferase domain containing 1	12.6666666666667
51099.1	ABHD5	['CGI58', 'IECN2', 'NCIE2']	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase	56.3333333333333
253558.1	LCLAT1	['1AGPAT8', 'AGPAT8', 'ALCAT1', 'HSRG1849', 'LYCAT', 'UNQ1849']	lysocardiolipin acyltransferase 1	164
196051.1	PLPP4	['DPPL2', 'PPAPDC1', 'PPAPDC1A']	phospholipid phosphatase 4	40.6666666666667
9890.1	PLPPR4	['LPPR4', 'LPR4', 'PHP1', 'PRG-1', 'PRG1']	phospholipid phosphatase related 4	0
64748.1	PLPPR2	['LPPR2', 'PRG4']	phospholipid phosphatase related 2	25.3333333333333
64900.1	LPIN3	['LIPN3L', 'SMP2', 'dJ620E11.2']	lipin 3	18.6666666666667
23175.1	LPIN1	PAP1	lipin 1	134.666666666667
79948.1	PLPPR3	['LPPR3', 'LPR3', 'PRG-2', 'PRG2']	phospholipid phosphatase related 3	0
84513.1	PLPP5	['DPPL1', 'HTPAP', 'PPAPDC1B']	phospholipid phosphatase 5	43.3333333333333
9663.1	LPIN2		lipin 2	119.333333333333
85465.1	SELENOI	['EPT1', 'SELI', 'SEPI', 'SPG81']	selenoprotein I	148.333333333333
201164.1	PLD6	ZUC	phospholipase D family member 6	0.333333333333333
122618.1	PLD4	C14orf175	phospholipase D family member 4	2.33333333333333
23646.1	PLD3	['AD19', 'HU-K4', 'HUK4', 'SCA46']	phospholipase D family member 3	110
590.1	BCHE	['BCHED', 'CHE1', 'CHE2', 'E1']	butyrylcholinesterase	3
55750.1	AGK	['CATC5', 'CTRCT38', 'MTDPS10', 'MULK']	acylglycerol kinase	43.3333333333333
10715.1	CERS1	['EPM8', 'GDF-1', 'GDF1', 'LAG1', 'LASS1', 'UOG1']	ceramide synthase 1	0.666666666666667
79603.1	CERS4	['LASS4', 'Trh1']	ceramide synthase 4	14
91012.1	CERS5	['LASS5', 'Trh4']	ceramide synthase 5	68
29956.1	CERS2	['L3', 'LASS2', 'SP260', 'TMSG1']	ceramide synthase 2	78.3333333333333
204219.1	CERS3	['ARCI9', 'LASS3']	ceramide synthase 3	3.33333333333333
253782.1	CERS6	['CERS5', 'LASS6']	ceramide synthase 6	96.6666666666667
56624.1	ASAH2	['BCDase', 'HNAC1', 'LCDase', 'N-CDase', 'NCDase']	N-acylsphingosine amidohydrolase 2	24
360203.1	GLT6D1	['GLTDC1', 'GT6M7']	glycosyltransferase 6 domain containing 1	0
338707.1	B4GALNT4		beta-1,4-N-acetyl-galactosaminyltransferase 4	19.6666666666667
8702.1	B4GALT4	['B4Gal-T4', 'beta4Gal-T4']	beta-1,4-galactosyltransferase 4	53.6666666666667
3703.1	STT3A	['ITM1', 'STT3-A', 'TMC']	STT3 oligosaccharyltransferase complex catalytic subunit A	227.333333333333
152586.1	MGAT4D	GnT1IP	MGAT4 family member D	0
55830.1	GLT8D1	['AD-017', 'MSTP139']	glycosyltransferase 8 domain containing 1	54.6666666666667
8707.1	B3GALT2	['BETA3GALT2', 'GLCT2', 'beta3Gal-T2']	beta-1,3-galactosyltransferase 2	5.66666666666667
145173.1	B3GLCT	['B3GALTL', 'B3GTL', 'B3Glc-T', 'Gal-T', 'beta3Glc-T']	beta 3-glucosyltransferase	39.3333333333333
56886.1	UGGT1	['HUGT1', 'UGCGL1', 'UGT1']	UDP-glucose glycoprotein glucosyltransferase 1	373.333333333333
8473.1	OGT	['HINCUT-1', 'HRNT1', 'MRX106', 'O-GLCNAC', 'OGT1']	O-linked N-acetylglucosamine (GlcNAc) transferase	467
283358.1	B4GALNT3		beta-1,4-N-acetyl-galactosaminyltransferase 3	8.33333333333333
83468.1	GLT8D2		glycosyltransferase 8 domain containing 2	25.6666666666667
55624.1	POMGNT1	['GNTI.2', 'GnT I.2', 'LGMD2O', 'LGMDR15', 'MEB', 'MGAT1.2', 'RP76', 'gnT-I.2']	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)	79.6666666666667
124872.1	B4GALNT2	['B4GALT', 'GALGT2']	beta-1,4-N-acetyl-galactosaminyltransferase 2	1
56983.1	POGLUT1	['C3orf9', 'CLP46', 'KDELCL1', 'KTELC1', 'LGMD2Z', 'LGMDR21', 'MDS010', 'MDSRP', 'Rumi', 'hCLP46']	protein O-glucosyltransferase 1	46.6666666666667
168391.1	GALNTL5	['GALNACT19', 'GALNT15', 'GalNAc-T5L']	polypeptide N-acetylgalactosaminyltransferase like 5	0
2526.1	FUT4	['CD15', 'ELFT', 'FCT3A', 'FUC-TIV', 'FUTIV', 'LeX', 'SSEA-1']	fucosyltransferase 4	22
644378.1	GCNT2P1	['GCNT2P', 'GCNT6']	GCNT2 pseudogene 1	0
644974.1	ALG1L2		ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2	1.66666666666667
200810.1	ALG1L	ALG1L1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like	0.666666666666667
170384.1	FUT11	FUCTXI	fucosyltransferase 11	66
84752.1	B3GNT9		UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	5.33333333333333
8708.1	B3GALT1	beta3Gal-T1	beta-1,3-galactosyltransferase 1	2.33333333333333
140687.1	GCNT7	['C20orf105', 'dJ1153D9.2', 'gcnt']	glucosaminyl (N-acetyl) transferase family member 7	8.33333333333333
55757.1	UGGT2	['HUGT2', 'UGCGL2', 'UGT2']	UDP-glucose glycoprotein glucosyltransferase 2	62
84750.1	FUT10	FUCTX	fucosyltransferase 10	24.6666666666667
2529.1	FUT7	FucT-VII	fucosyltransferase 7	0
148789.1	B3GALNT2	['B3GalNAc-T2', 'MDDGA11']	beta-1,3-N-acetylgalactosaminyltransferase 2	73.6666666666667
201595.1	STT3B	['CDG1X', 'SIMP', 'STT3-B']	STT3 oligosaccharyltransferase complex catalytic subunit B	468.666666666667
146664.1	MGAT5B	['GnT-IX', 'GnT-VB']	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B	111.666666666667
51228.1	GLTP		glycolipid transfer protein	66
284004.1	HEXD	HEXDC	hexosaminidase D	31.3333333333333
79411.1	GLB1L		galactosidase beta 1 like	10.6666666666667
27090.1	ST6GALNAC4	['IV', 'SIAT3-C', 'SIAT3C', 'SIAT7-D', 'SIAT7D', 'ST6GALNACIV', 'ST6GalNAc']	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	34.3333333333333
129807.1	NEU4		neuraminidase 4	0.333333333333333
2524.1	FUT2	['B12QTL1', 'SE', 'SEC2', 'Se2', 'sej']	fucosyltransferase 2	2.66666666666667
2527.1	FUT5	FUC-TV	fucosyltransferase 5	0
2528.1	FUT6	['FCT3A', 'FT1A', 'Fuc-TVI', 'FucT-VI']	fucosyltransferase 6	0.333333333333333
113612.1	CYP2U1	['P450TEC', 'SPG49', 'SPG56']	cytochrome P450 family 2 subfamily U member 1	3.33333333333333
493869.1	GPX8	['EPLA847', 'GPx-8', 'GSHPx-8', 'UNQ847']	glutathione peroxidase 8 (putative)	328.666666666667
64174.1	DPEP2	MBD2	dipeptidase 2	0
64180.1	DPEP3	MBD3	dipeptidase 3	0
10728.1	PTGES3	['P23', 'TEBP', 'cPGES']	prostaglandin E synthase 3	358
11102.1	RPP14	P14	ribonuclease P/MRP subunit p14	39.3333333333333
91179.1	SCARF2	['NSR1', 'SREC-II', 'SREC2', 'SRECRP-1', 'VDEGS']	scavenger receptor class F member 2	88.6666666666667
8644.1	AKR1C3	['DD3', 'DDX', 'HA1753', 'HAKRB', 'HAKRe', 'HSD17B5', 'PGFS', 'hluPGFS']	aldo-keto reductase family 1 member C3	6
10826.1	FAXDC2	C5orf4	fatty acid hydroxylase domain containing 2	22.6666666666667
266740.1	MAGEA2B	['CT1.2', 'MAGE2']	MAGE family member A2B	9
3930.1	LBR	['C14SR', 'DHCR14B', 'LMN2R', 'PHA', 'PHASK', 'TDRD18']	lamin B receptor	276
4645.1	MYO5B		myosin VB	60
4864.1	NPC1	['NPC', 'POGZ', 'SLC65A1']	NPC intracellular cholesterol transporter 1	123
3069.1	HDLBP	['HBP', 'PRO2900', 'VGL']	high density lipoprotein binding protein	861.666666666667
285440.1	CYP4V2	['BCD', 'CYP4AH1']	cytochrome P450 family 4 subfamily V member 2	6
79644.1	SRD5A3	['CDG1P', 'CDG1Q', 'KRIZI', 'SRD5A2L', 'SRD5A2L1']	steroid 5 alpha-reductase 3	20.3333333333333
1646.1	AKR1C2	['AKR1C-pseudo', 'BABP', 'DD', 'DD-2', 'DD/BABP', 'DD2', 'DDH2', 'HAKRD', 'HBAB', 'MCDR2', 'SRXY8', 'TDD']	aldo-keto reductase family 1 member C2	1.33333333333333
158160.1	HSD17B7P2	['HSD17B7', 'Hsd17b_2', 'bA291L22.1']	hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2	10
8630.1	HSD17B6	['HSE', 'RODH', 'SDR9C6']	hydroxysteroid 17-beta dehydrogenase 6	1.66666666666667
